brewery_id,brewery_name,no_of_beers,no_of_beerstyles
23145,Fullsteam Brewery,17,12
23191,Mutiny Brewing Company,1,1
23195,Birrificio Dada,2,2
23196,Birrificio Artigianale Zimella,2,2
23200,Knee Deep Brewing Company,11,10
23201,Mad Fox Brewing Company,43,31
23205,Grassroots Brewing,15,8
23206,Roscoe's Hop House,2,2
23212,Elk Mountain Brewing,9,9
23222,Toppling Goliath Brewing Company,18,10
23223,Angry Cedar Brewing Company,2,2
23241,Birrificio Degli Archi,2,2
23244,Hawkes Bay Independent Brewery,3,3
23246,Yeastie Boys,11,8
23247,Willoughby Brewing Company,1,1
23248,Hickinbotham Of Dromana,3,3
23249,The Kernel Brewery,40,16
23250,Spire Brewery,1,1
23251,LoverBeer,6,3
23252,Monkey Wizard Brewery,2,2
23261,De La Vega's Pecan Grill & Brewery,3,3
23269,Cerveceria Hacienda,3,3
23270,Cerveceria Revolucion,3,2
23280,Barlan Beverages Group,4,3
23282,Engel Brauerei,4,4
23284,Smoky Mountain Brewery & Restaurant,2,2
23295,Søkildegaard,2,2
23300,Birrificio Valcavallina,3,3
23301,Birrificio Emiliano,2,2
23305,Moskovskaya Pivovarennaya Kompaniya,2,2
23312,Paradise Creek Brewery,5,4
23314,Hacker-Pschorr Bräuhaus,1,1
23315,Crazy Mountain Brewing Company,7,6
23316,"Leieritz Brewing Company, LLC",4,4
23318,Crystal Springs Brewing Company,3,3
23326,The Moon Under Water Pub & Brewery,4,4
23344,Chattanooga Brewing Company,1,1
23345,Rinkuki&#371; Aluas Darykla,2,2
23346,Bitter End Brewing Co.,3,3
23347,Mike Hess Brewing,14,13
23352,John Boston Premium Beverages,2,2
23353,Arrow Brewing Company & Oak bar,1,1
23373,50 Back Brewing Company,1,1
23384,Fat Boy Beer,1,1
23392,Keroche Breweries Limited,1,1
23393,Cerveza Isleña,1,1
23394,Robinsons Family Brewers,4,3
23408,Hakone Beer,1,1
23409,Brauerei Königshof,3,3
23412,McCashin's Brewery,3,3
23413,Golden Bear Brewing Company,6,5
23416,Duquesne Bottling Company,1,1
23420,Det Lille Bryggeri,3,3
23458,La Brasserie Du Val De Drôme,2,2
23459,Hermitage Brewing,16,9
23460,Ouray Brewery,1,1
23468,Colorado Mountain Brewery,2,2
23471,Blue Diamond Brewing Co.,2,2
23473,Browar Jagie&#322;&#322;o,5,4
23474,Cervecería Cassaro,1,1
23475,MillKing It Productions,2,2
23476,Masia Agullons - Cervesa Artesana,4,3
23479,Ranga Brewing Company,1,1
23480,Ekim Brewing Co.,3,3
23482,Les Clandestines,1,1
23484,Brasserie Etxeko Bob's Beer,2,2
23485,Burris Brewing,4,4
23486,Hebei Lanbei Liquor Group,1,1
23493,Minipivovar Matuška Broumy (Matuska),7,7
23495,Professor Fritz Briem,3,3
23514,Big Tide Brewing Co.,1,1
23519,Extraomnes,3,3
23552,Emerald City Beer Company,3,3
23557,The Prodigal Brewery at Misty Mountain Farm,1,1
23572,Michigan Beer Cellar,4,3
23576,Schalander Hausbrauerei,1,1
23585,Lead Feather Brewing Company,1,1
23590,Brooksville Brewing Company,2,2
23596,Slip Point Brewing,4,4
23597,Von Scheidt Brewing Company,2,2
23605,Herrmannsdorfer Schweinsbräu,3,3
23615,McCoy Brewery & Co,2,2
23623,Denen Plaza Kawaba Brewery,1,1
23628,Brouwerij West,2,2
23635,Lavery Brewing Company,7,6
23639,Rising Tide Brewing Company,5,4
23640,Manzanita Brewing Company,12,11
23641,Iron Fist Brewing Company,18,11
23642,Fossil Fuels Brewing Company,2,2
23643,Van Dieman Brewing,7,7
23644,Green Mill Brewery,1,1
23647,Mill Valley Beerworks,3,3
23648,Ironbridge Brewery,1,1
23649,Hallertau Brewbar,7,7
23651,Wild Heaven Craft Beers,4,3
23672,Ranger Creek Brewing & Distilling,18,12
23675,Lumberyard Brewing Company,8,8
23680,Borg Brugghús,1,1
23684,Squam Brewing,10,10
23688,Baying Hound Aleworks,7,7
23694,Wandering Star Brewing Company,6,6
23696,Kaimai Brewing Co.,3,3
23697,Sutter Buttes Brewing,2,1
23698,BJ's Restaurant And Brewhouse,2,2
23699,Ajeper S.A.,1,1
23700,Auchan Production,1,1
23701,Ben Middlemiss Brewing,2,2
23737,Rockmill Brewery,6,4
23738,Neil House Brewery & Homebrew Supply,9,6
23739,Marco Island Brewery,5,5
23740,Choperia & Distribuidora Opa Bier,2,2
23741,Frankfurter Brauhaus GmbH,3,2
23742,Spitting Feathers Brewery,1,1
23743,Endeavour Beverages,4,2
23840,Brothers Ink Brewing,1,1
23841,Wunder Bier,1,1
23842,Leech Lake Brewing Company,8,7
23876,BierWerks Brewery,1,1
23904,North Sound Brewing Company,14,10
23922,Baxter Brewing Co.,3,3
23924,Buckman Botanical Brewery,6,5
23932,Birrificio Bacherotti,1,1
23934,Janake Wine Group AB,1,1
23952,Das Bier Cervejaria,1,1
23953,Dama Bier,2,2
23954,Ohio Brewing Company,8,7
23964,Badlands Brewery,3,3
23965,Mountain Ridge Brewery,2,2
23966,Blue Pants Brewery LLC,3,3
23973,Sebago Brewing Company,27,16
23980,Yuengling Brewery,10,9
23981,Brasserie D'Ebly,2,2
23982,Brasserie Craig Allan,1,1
23985,Brasserie De Bel Air,1,1
23993,Malmö Brygghus,1,1
24006,Midland Brewing Company,6,6
24007,Black Swan Brewpub,7,7
24014,Balmain Brewing Company,2,2
24018,Jester King Craft Brewery,14,9
24020,Cuan Mor / Oban Bay Brewery,2,2
24026,The Beer Company,12,11
24029,Wingman Brewers,6,5
24047,Crossroads Brewing Company,19,16
24055,Lucette Brewing Company,4,4
24056,Thai Me Up,1,1
24072,Copper Crow Brewing Company,1,1
24073,Hardknott Brewery,8,8
24074,Great Newsome Brewery,6,4
24075,Funkwerks,19,5
24076,Sulimar Sp. - Browar Cornelius,4,4
24089,Brauerei Kürzer,2,2
24095,Columbia River Brewing Co.,12,12
24102,Naked Dove Brewing Company,8,6
24105,Milos Beer,1,1
24118,Endorama,2,2
24131,Browar Zodiak,1,1
24132,Browar Kormoran,7,7
24133,Luckie Ales,10,9
24134,Westbrook Brewing Co.,25,18
24135,Shanhaiguan Bull Brewery,1,1
24136,Abbey Beverage Company (Monastery of Christ in the Desert),2,2
24145,Frog Island Brewing Company,8,7
24146,Jalehouse Beer (Turtle Distributing Co.),1,1
24147,Dunsmuir Brewery Works,1,1
24153,Sanford's Grub & Pub,1,1
24162,Finger Lakes Beer Company,4,4
24168,Chicago Beer Company,2,2
24180,Wild Wolf Brewing Company,3,3
24187,Huisbrouwerij Den Tseut,2,1
24211,Wharfebank Brewery,1,1
24212,Madcap Brewery,3,3
24215,Monks Porter House,3,2
24240,Les Bières De Charlotte,5,4
24243,Le Moulin De Saint Martin,1,1
24244,Sambrook's Brewery,1,1
24245,Ramses Bier,4,3
24247,Ilkley Brewery Co.,3,3
24250,High House Farm Brewery,2,2
24252,"Darl, Tov",3,1
24257,The Gamble Mill Restaurant & Microbrewery,10,10
24281,Great Dane Pub (Eastside),1,1
24299,To Øl,5,4
24300,Evil Twin Brewing,23,12
24326,No Label Brewing Company,5,5
24328,Peniger Spezialitäten Brauerei,1,1
24355,Three Heads Brewing,6,6
24371,Microcerveceria Gourmet Calavera,10,10
24372,Abteibrauerei Siegburger Brauhaus - FritzAle,1,1
24381,Black Star Co-op Pub & Brewery,13,10
24391,Big Bay Brewing Co.,3,3
24392,Via Priula,1,1
24394,Cervezas Anaga,1,1
24411,The Bier Brewery,31,21
24412,Flat 12 Bierwerks,19,12
24428,2nd Shift Brewery,9,6
24432,Privatbrauerei Specht,1,1
24444,Thr3e Wise Men,15,15
24445,Haymarket Pub & Brewery,70,21
24447,Pensacola Bay Brewery,7,7
24453,Intuition Ale Works,42,22
24454,Beach Brewing Company,7,7
24456,Jobless Burring Co.,1,1
24460,East Coast Beer Company,2,2
24464,Burnside Brewing Co.,9,9
24474,NW Peaks Brewery,1,1
24477,Solvang Brewing Company,10,9
24479,Beer Lounge Microcervecería,1,1
24481,Beaver Brewing Company,13,10
24486,Mornington Peninsula Brewery,9,9
24487,L'Atelier De La Bière,1,1
24488,Tin Roof Brewing Company,2,2
24489,OWA Beer,1,1
24491,Sundance Brewing International,1,1
24492,La Franche (Bière artisanale de Franche Comté),1,1
24493,Packinghouse Brewing Co.,7,6
24494,HardTail Brewing,1,1
24502,Au Grimoire Des Légendes,1,1
24517,White Bluffs Brewing Company,2,2
24526,Bräu Z' Loh,1,1
24528,Fröschl Bräu,2,2
24529,Black Tooth Brewing Company,3,3
24539,Briar Creek Brewery,1,1
24542,BraufactuM - Die Internationale Brau-Manufacturen GmbH,4,4
24549,Draper Brewing,4,4
24571,Birrificio Ticinese,1,1
24574,Lithia Brewing Company,2,2
24582,Rooney's Irish Pub,1,1
24600,Figueroa Mountain Brewing Co.,9,8
24605,High Sierra Brewing Co.,3,3
24623,Cervezas Regia Toledo S.L.,1,1
24625,Elizabeth Street Brewery,1,1
24655,Mimbres Valley Brewing Company,4,4
24659,La Cumbre Brewing Co.,10,9
24663,Hawthorn Brewing Company,4,4
24671,Pateros Creek Brewing Co.,7,6
24675,"Those Guys & TG Enterprises, Inc.",1,1
24676,Borodino ZAO,2,1
24677,Nat&#363;ralios Sultys UAB,1,1
24678,Brewery Vivant,21,16
24679,Big Beaver Brewing Co.,10,9
24680,Lagerheads Smokehouse & Brewing Co.,4,4
24681,Nanuan Corp.,1,1
24690,Throwback Brewery,10,9
24693,Mad Crow Brewery & Grill,6,4
24695,Olde World Ales & Lagers,1,1
24697,Majolini - Birrificio Di Franciacorta,1,1
24701,Moon Dog Craft Brewery,5,5
24707,Grafton Brewhaus,4,4
24712,Engelberger Klosterbräu,1,1
24725,Railhouse Brewery,2,2
24732,Black Rooster Brewery,3,3
24736,Roter Oktober,1,1
24745,Paw Paw Brewing Company,8,7
24747,Dad & Dude's Breweria,3,3
24748,Tioga-Sequoia Brewing Company,3,3
24749,Monty's Brewery,1,1
24751,Von Jakob Brewery,6,6
24757,Benny Brewing Company,1,1
24764,Urban Chestnut Brewing Company,24,20
24776,Public House Brewing Company,5,5
24787,Saint Boniface Craft Brewing Company,6,6
24791,Port City Brewing,6,6
24798,Small Town Brewery,9,8
24802,Idle Hands Craft Ales,2,2
24803,Mystic Brewery,7,5
24804,Carmody Irish Pub & Brewing,5,5
24805,Jean Tout Seul,1,1
24806,Wooden Shoe Brewing Company,5,5
24807,Costa Rica's Craft Brewing Co.,2,2
24808,Wolverine State Brewing Company,10,9
24813,Beverly Hills Beerhouse Company,1,1
24814,Yellowhammer Brewing,10,9
24815,Harriet Brewing,7,7
24817,Bonfire Brewing Co.,1,1
24818,Comanche Creek Brewing Company,1,1
24819,Steel City Brewing,1,1
24820,Loomis Basin Brewing Company,1,1
24821,Australian Hotel & Brewery,1,1
24822,Parish Brewing Company,2,2
24823,Cold Storage Craft Brewery,4,4
24824,Shire Reeve Brewing Company,2,2
24825,Circle Brewing Company,4,4
24826,Fantasy Brewmasters,1,1
24827,High Water Brewing,7,4
24828,Jaden James Brewery,5,5
24829,Blue Heron Brewing Company,7,7
24831,American Brewing Company,7,7
24832,Tap It Brewing Co.,2,2
24835,Three Pints Brewpub,1,1
24836,Tequesta Brewing Company,31,23
24844,Birrificio Artigianale Aleghe,1,1
24847,Lake Bluff Brewing Company,9,8
24856,Pratorosso,1,1
24862,The Commons Brewery,6,5
24870,Marley's Brewery And Grille,8,8
24871,Yorkholo Brewing Co.,6,6
24876,Birrificio Bresciano Montenetto,2,2
24879,Refined Ale Brewery,1,1
24880,Mother's Brewing Company,8,8
24892,Brewfist,3,3
24903,Anchorage Brewing Company,4,4
24925,Redbud Brewing Company,6,4
24926,Mongozo B.V.,6,4
24939,Harry's International Pte Ltd,1,1
24940,Almanac Beer Co.,3,3
24941,Taverner's Tasmanian Boutique Brewery,1,1
24952,Hopmonk Tavern,2,2
24954,Brasserie Deseveaux,1,1
24955,Fortiverd,2,2
24957,Brouwerij De 7 Deugden,1,1
24964,Private Stock Brewing Co.,1,1
25024,White Gypsy,2,2
25032,Triple Voodoo Brewing,1,1
25043,Brouwerij Traagwater,2,2
25051,First Draft - Niagara College Teaching Brewery,5,5
25053,Sound Brewery,10,9
25067,"Kysela Pere Et Fils, Ltd.",1,1
25074,The Doodle Brewing Company,1,1
25092,The Barber Shop,1,1
25125,Acadie-Broue,1,1
25133,Alligator Brewing Company,1,1
25151,Red Ear Brewing Company,2,2
25168,Holy City Brewing,9,9
25186,The Farmers' Cabinet,14,8
25191,Crooked Stave Artisan Beer Project,8,4
25204,Tullycross Tavern & Microbrewery,10,8
25208,Oakland Brewing Company,4,3
25220,Bull City Burger And Brewery,4,4
25232,Calfkiller Brewing Company,6,4
25238,Rogue's Harbor Brewing,3,3
25241,Long Brewing,1,1
25251,Woolshed Brewery,1,1
25252,Goodieson Brewery,3,3
25254,Pismo Brewing Company,1,1
25255,Saint Katherine's Brewing Company,1,1
25256,Elevation 66 Brewing,1,1
25257,The Noble Pig Brewhouse & Restaurant,1,1
25259,Olvalde Farm & Brewing Company,3,2
25260,Enegren Brewing Company,7,5
25261,Farside Brew Pub,8,7
25263,Spearhead Brewing Company,1,1
25264,Sauber Beer,2,2
25314,Omnipollo,1,1
25317,Ruckus Brewing,2,2
25327,DC Brau Brewing Co.,8,7
25328,Kensington Brewing Company,2,1
25335,Browar Restauracja Grodzka 15,3,3
25336,Brouwerij Donum Ignis,1,1
25337,Staples Mill Brewing Co.,2,2
25338,El Dorado Brewing Company,1,1
25351,Beer Engine,3,3
25360,Destihl Restaurant & Brew Works,5,5
25370,Finch's Beer Co.,8,7
25375,San Biagio,3,3
25378,Kinn Bryggeri AS,1,1
25381,Windsor & Eton Brewery,4,3
25382,"Chongqing Brewery Co., Ltd.",1,1
25383,Tangshan Jinbaili Brewery (Beijing Naale),3,2
25384,Hopshackle Brewery Ltd.,5,5
25386,The Griswold Inn,1,1
25387,Cervecera Regional,1,1
25393,Icicle Brewing Company,6,6
25397,Braumanufaktur Forsthaus Templin,1,1
25399,Jubilee Craft Beer Company,1,1
25423,New Boswell Brewing Company,2,2
25428,Tofino Brewing Company,4,4
25429,Redemption Brewing,4,4
25430,SoCal Beer Company,4,4
25431,Bierwerk Afrikan Ales Brewery,1,1
25432,Cosmic Ales,1,1
25433,Payette Brewing,3,3
25434,Buxton Brewery,3,3
25435,Turkey Hill Brewing Co. Pub & Grille,8,8
25436,Copper Kettle Brewing Company,18,18
25482,Eight Degrees Brewing,4,4
25484,Brew Eyed,2,2
25544,5 Rabbit Cerveceria,4,4
25547,Gio'Bi,1,1
25565,Brew 42 Brewery,3,3
25566,"Hangzhou Qiandaohu Beer Co., Ltd. (Cheerday Brewery)",1,1
25567,Castle Danger Brewery,1,1
25573,Stadsbrouwerij Wittenburg,1,1
25588,Starokladenský Městský Pivovar U Kozlíků,1,1
25593,Jackalope Brewing Company,3,3
25613,Birrificio Chevalier,1,1
25618,La Succursale Brasserie Artisanale,1,1
25619,"Van Der Bönerbosch Brewing Company, LLC",1,1
25622,Twisted X Brewing Company,4,4
25626,Bicu Genova,1,1
25667,Austin Beerworks,6,6
25668,Armadillo Ale Works,2,2
25680,Stanley Stawski Distributing,3,2
25683,Tundra Brewery,2,2
25684,Birrificio Indipendente Elav,4,4
25685,Budge Brothers Brewery,4,4
25696,3 Stars Brewing Company,1,1
25710,Logsdon Farmhouse Ales,3,2
25711,La Birreria,5,4
25730,Ass Clown Brewing,6,4
25745,Kallebryggeriet,1,1
25770,"SLO Organics, LLC",1,1
25775,Brasseurs Du Monde,8,8
25800,The Wrecking Bar,18,15
25805,Flix Brewhouse,5,5
25811,South County Brewing Co.,2,2
25812,Roc Brewing Company,1,1
25818,Lost Rhino Brewing Company,6,6
25819,Mastri Birrai Umbri,2,2
25820,Brasserie Lacu,1,1
25832,Cervejaria Bodebrown Ltda.,4,4
25839,St. Petersburg Brewing Company,1,1
25859,Lazy Monk Brewing,4,4
25860,508 Gastrobrewery,6,6
25865,Bat Creek Brewery,4,4
25867,Cavalier Beer,3,3
25872,Kloster-Brauerei,1,1
25882,Double Take Brewing Company,2,2
25888,Perennial Artisan Ales,9,6
25889,Bomb Beer Company,1,1
25890,Cape May Brewing Company,5,4
25891,Lennet Brau- Und Vertriebsgesellschaft,1,1
25893,Cerveceria Artesanal Toro,1,1
25896,Birrificio F.lli Trami,1,1
25898,Green Room Brewing,8,8
25900,Grayton Beer Company,2,2
25908,Manchester Brewing Company,1,1
25909,Stringers Beer,2,2
25916,Avondale Brewing Company,3,3
25917,BVBA Brouwerij Broeder Jacob,3,3
25918,SP Etrus,1,1
25919,Cervejaria St. Gallen,1,1
25920,El Segundo Brewing Company,2,1
25923,Gueuzerie Tilquin,4,3
25924,Muifelbrouwerij,1,1
25925,Arriba Mexican Grill & Casa Arriba Brewing Company,1,1
25926,Anaheim Brewery,6,6
25929,Camden Town Brewery,1,1
25930,Rosinka,1,1
25931,Ayr Brewing Company,1,1
25934,Clarens Brewery,2,2
25936,Mike's Organic Brewery,5,4
25937,Greenbush Brewing Company,17,14
25938,Degrees Brewery,2,2
25940,Septem Microbrewery,2,2
25941,Brouwerij De Leite,2,1
25943,Binghams Brewery,1,1
25945,Surf Brewery,8,8
25948,Brasserie Des Trois Frontieres,3,3
25949,Olympic Brewery S.A.,1,1
25952,Bones Brewing,1,1
25953,Piniavos Alutis,1,1
25954,Hewitt's Brewery,1,1
25955,Summer Wine Brewery,4,4
25956,Cumbrian Legendary Ales,2,2
25957,Market Garden Brewery,8,7
25958,Renegade Brewing Company,7,7
25959,Beachwood BBQ & Brewing,25,16
25960,Heretic Brewing Company,4,4
25961,Big Island Brewhaus & Tako Taco Taqueria,1,1
25962,The Local Pub & Brewery,8,8
25963,Witch's Hat Brewing Co.,3,3
25964,Berghoeve Brouwerij,3,3
25965,Cervejaria Leuven,1,1
25966,Pivovar Groll,1,1
25967,Abbaye Mont Des Cats,1,1
25977,Sallandse Landbier Brouwerij,3,3
25978,Bhutan Brewery PVT Ltd,1,1
25979,GoodLife Brewing Company & Bier Hall,4,4
26093,Privatbrauerei Loncium,2,2
26376,Sudwerk,2,2
26382,The Phoenix Ale Brewery,3,3
26384,Birrificio Del Levante - Leone D'Oro,4,3
26390,AmBev CentroAmerica,1,1
26397,Columbia Valley Brewing,3,3
26399,Bières De Carcassonne,1,1
26409,Ancient Lakes Brewing Company,1,1
26419,Seneca Lodge Craft Brewing,2,2
26436,Cerveza Artesanal Siete Y 1/2,1,1
26437,Cervecería El Buho,1,1
26439,Oxbow Brewing Company,5,2
26458,Mudhook Brewing Company,7,7
26464,Pang Pang Brewery,1,1
26467,Amundsen Bryggeri & Spiseri,3,3
26510,Pivovar Kácov,1,1
26516,Monday Night Brewing,2,2
26518,De Tacchi,2,2
26520,Jack's Abby Brewing,9,7
26521,Cutters Brewing Company,4,4
26526,Åsundens Bryggeri,1,1
26528,Helltown Brewing,4,3
26529,American Honor Beer Company,2,2
26532,Whistle Stop Restaurant & Woodman Brewery,14,12
26534,Brasseurs Sans Gluten,1,1
26535,Frampton Brasse,3,3
26536,Exit 6 Brewery,14,12
26548,Rolling Meadows Brewery,3,3
26554,Backlash Beer Company,2,2
26565,Steel Toe Brewing,4,4
26572,Birra Venezia,3,3
26606,Two Kilts Brewing Co.,2,2
26607,Occidental Brewing Co.,1,1
26612,Old Orange Brewing Co.,3,3
26615,Cervezas La Cibeles S.L.,1,1
26616,Swell Brewing Company,2,2
26617,Thunder Road Brewing Company,3,3
26620,Denver Beer Co.,21,16
26622,Brouwerij Montaigu,1,1
26623,Magic Rock Brewing,4,4
26624,Art Cervesers - Cervesa Artesanal,2,2
26632,Matten,1,1
26634,Wichita Brewing Co. & Pizzeria,4,4
26645,Rumspringa Brewing Company,3,3
26646,HopDog BeerWorks,7,7
26647,Chocolate City Beer,4,4
26648,Cervejaria Nacional,6,6
26673,Lantern Brewing,3,3
26676,Kane Brewing Company,5,4
26690,Flack Manor Brewery,1,1
26695,Cervesera Tramuntana,1,1
26696,Baias Garagardotegia,1,1
26697,Krugher & Brent,1,1
26701,"Karme AS, Karksi Õlle",1,1
26702,Tintagel Brewery,1,1
26703,Coastal Brewery,1,1
26704,Monkey Paw Pub & Brewery,4,4
26714,Coastal Empire Beer Company,1,1
26715,Gageleer CVBA,1,1
26717,Real Beer,1,1
26749,Burley Oak Brewery,2,2
26753,Hardywood Park Craft Brewery,3,3
26762,Karbach Brewing Co.,7,7
26765,Revival Brewing Co.,2,2
26770,Hokkaido Brewing,2,2
26772,Baja Brewing Company,1,1
26774,Sawdust City Brewing Company,5,5
26784,Red Hare Brewing Company,4,4
26806,Metalman Brewery,3,3
26816,Kolding Bryglaug,7,3
26817,Carton Brewing Company,5,4
26824,The Civil Life Brewing Company,7,6
26847,Cervecería Valladolid,1,1
26848,Sillamäe Õlletehas,1,1
26850,Against The Grain Brewery & Smokehouse,4,4
26851,Junction Craft Brewing,1,1
26864,Kissmeyer Beer,4,4
26884,Indie Ale House Brewing Company,5,3
26888,Pivovarsky Dvur Zvikov,3,3
26890,Lillehammer Bryggeri AS,4,4
26898,Ruhrtal Brauerei - Privatbrennerei Sonnenschein,2,2
26918,Hilliard's Beer,4,4
26928,Kallholmens Maltbryggeri AB,2,2
26929,Il Forteto,1,1
26930,Charlis Brygghus,2,2
26932,Golden Road Brewing,5,4
26936,Fountain Square Brewing Co.,7,6
26942,Cervecería Jack,1,1
26943,Cervecería Encino,3,2
26944,Blatant Beer,2,2
26945,Bolets Petràs SCP,2,2
26946,Big Hurt Brewing Company,1,1
26950,Liquid Hero Brewery,2,2
26965,Michelstädter Rathausbräu,2,2
26967,Port Jeff Brewing Company,8,7
26974,Cervecería Artesanal LACH SA de CV,2,2
26975,Bull Jagger Brewing Company,1,1
26983,Rusty Truck Brewing Company / Roadhouse 101,1,1
26984,Liebhart's Privatbrauerei Detmold,1,1
26988,Restaurante Bar Rámuri,2,2
26990,NoDa Brewing Company,8,7
27004,Slippery Pig Brewing,2,2
27007,Twelve String Brewing Company,2,2
27014,Taako Pihtla Õlu,1,1
27016,Somerville Brewing Company (Slumbrew),3,3
27019,Penzance Brewery Co - Star Inn,2,2
27020,Arbor Ales,2,2
27021,Tighthead Brewing Company,5,5
27025,Lucid Brewing,2,2
27029,Soo Brewing Company,5,5
27032,Cheboygan Brewing Company,1,1
27035,The Bronx Brewery,1,1
27036,Bentley Brewing Company / Dark Horse Tavern,2,2
27037,Triton Brewing Company,4,4
27038,BJs Brewhouse,9,9
27039,The Alchemist,3,2
27042,Middleton Brewing,10,7
27043,Harrington's Breweries,1,1
27044,Brouwerij VAT No.13,1,1
27076,Fargo Brewing Company,2,2
27079,Cerveceros Krut S.L.,1,1
27080,Barney's Beer,1,1
27081,Knops Beer Company,1,1
27084,Bierbrouwerij Maallust,2,2
27085,Birrifico Artigianale Sammarinese Srl,3,3
27086,Browar Czarnków,1,1
27087,Browar Na Jurze S.j.,4,4
27088,Browar Zamkowy Sp. Z O.o.,1,1
27096,Hillbilly Brewing,3,3
27116,Brasseries Oldarki,1,1
27117,BJ's Restaurant & Brewhouse,4,4
27118,El Cajon Brewing Company,4,4
27119,Draught Works,3,3
27122,Wincle Beer Company Limited,4,3
27123,Société Béninoise De Brasseries (SOBEBRA),1,1
27124,Brasserie Du Corsaire,1,1
27125,Two Birds Brewing,1,1
27129,Ozzbeco (K) Ltd. (Sierra Premium),1,1
